"0.5"	"1"	"1.5"	"2"	"2.5"	"3"	"3.5"	"4"	"4.5"	"5"	"5.5"	"6"	"6.5"	"7"	"7.5"	"8"	"8.5"	"9"	"9.5"	"10"	"10.5"	"11"	"11.5"	"12"
"1113"	"12"	"26"	"15"	"17"	"14"	"56"	"128"	"66"	"70"	"79"	"84"	"98"	"104"	"118"	"136"	"152"	"165"	"170"	"173"	"187"	"517"	"214"	"228"	"246"
"4350"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"167"	"29"	"120"	"233"	"10"	"15"	"21"	"22"	"83"	"77"	"72"	"86"	"92"	"359"	"109"
"9184"	"12"	"24"	"31"	"4"	"11"	"4"	"143"	"112"	"167"	"22"	"71"	"82"	"89"	"33"	"112"	"52"	"55"	"119"	"51"	"46"	"57"	"68"	"69"	"77"
"8358"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"23"	"187"	"157"	"176"	"196"	"175"	"141"	"45"	"150"	"42"	"147"	"32"	"185"	"200"	"369"
"58487"	"12"	"15"	"10"	"27"	"23"	"80"	"142"	"32"	"35"	"92"	"100"	"117"	"34"	"96"	"117"	"53"	"396"	"358"	"386"	"442"	"436"	"70"	"487"	"327"
"7516"	"12"	"15"	"10"	"5"	"5"	"3"	"106"	"113"	"119"	"133"	"159"	"174"	"195"	"223"	"258"	"71"	"75"	"326"	"136"	"360"	"158"	"170"	"53"	"202"
"57697"	"12"	"15"	"10"	"5"	"5"	"3"	"7"	"87"	"88"	"143"	"166"	"181"	"204"	"34"	"269"	"71"	"75"	"326"	"350"	"360"	"26"	"37"	"32"	"41"
"2950"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"9"	"48"	"128"	"19"	"115"	"132"	"149"	"161"	"176"	"182"	"188"	"202"	"215"	"229"	"253"	"268"
"11315"	"12"	"15"	"34"	"36"	"48"	"55"	"75"	"48"	"87"	"20"	"23"	"34"	"26"	"25"	"34"	"161"	"176"	"44"	"43"	"202"	"215"	"229"	"253"	"268"
"4953"	"12"	"15"	"10"	"5"	"5"	"3"	"39"	"33"	"29"	"28"	"34"	"43"	"41"	"46"	"48"	"60"	"62"	"62"	"63"	"336"	"67"	"379"	"429"	"443"
"51776"	"12"	"34"	"47"	"55"	"93"	"107"	"132"	"126"	"159"	"174"	"176"	"214"	"242"	"276"	"315"	"339"	"355"	"382"	"413"	"432"	"464"	"263"	"337"	"17"
"5605"	"12"	"8"	"37"	"7"	"77"	"24"	"6"	"81"	"80"	"60"	"117"	"81"	"201"	"230"	"47"	"59"	"131"	"61"	"61"	"54"	"418"	"148"	"482"	"114"
"4143"	"12"	"15"	"10"	"5"	"31"	"66"	"142"	"79"	"166"	"23"	"213"	"157"	"176"	"196"	"229"	"249"	"141"	"4"	"98"	"163"	"154"	"90"	"177"	"221"
"3196"	"12"	"15"	"36"	"26"	"31"	"66"	"99"	"86"	"109"	"126"	"100"	"117"	"175"	"209"	"226"	"333"	"284"	"339"	"370"	"384"	"416"	"434"	"478"	"497"
"4774"	"12"	"15"	"7"	"12"	"24"	"22"	"36"	"30"	"25"	"24"	"39"	"47"	"151"	"35"	"44"	"260"	"197"	"90"	"9"	"204"	"372"	"71"	"70"	"79"
"55252"	"12"	"24"	"31"	"32"	"42"	"94"	"115"	"122"	"24"	"82"	"88"	"101"	"107"	"121"	"141"	"154"	"168"	"102"	"393"	"134"	"294"	"307"	"474"	"491"
"2021"	"12"	"30"	"13"	"42"	"39"	"67"	"27"	"90"	"14"	"1"	"118"	"134"	"145"	"256"	"11"	"17"	"113"	"123"	"122"	"124"	"138"	"155"	"162"	"351"
"3714"	"12"	"15"	"40"	"27"	"31"	"59"	"78"	"44"	"39"	"39"	"50"	"228"	"101"	"113"	"127"	"83"	"87"	"157"	"88"	"86"	"98"	"105"	"129"	"526"
"22999"	"12"	"13"	"13"	"53"	"53"	"100"	"113"	"57"	"153"	"176"	"200"	"218"	"245"	"279"	"319"	"145"	"11"	"1"	"419"	"436"	"180"	"19"	"433"	"145"
"8324"	"12"	"28"	"31"	"40"	"57"	"34"	"83"	"42"	"89"	"97"	"68"	"125"	"87"	"95"	"107"	"196"	"211"	"222"	"228"	"245"	"262"	"406"	"307"	"329"
"836"	"12"	"21"	"46"	"13"	"76"	"91"	"22"	"20"	"137"	"155"	"181"	"193"	"118"	"134"	"150"	"162"	"177"	"184"	"190"	"205"	"217"	"231"	"42"	"271"
"8772"	"12"	"28"	"31"	"32"	"7"	"23"	"37"	"86"	"27"	"72"	"79"	"94"	"99"	"111"	"124"	"143"	"151"	"57"	"56"	"170"	"177"	"77"	"56"	"209"
"153090"	"12"	"24"	"31"	"32"	"42"	"94"	"115"	"122"	"133"	"115"	"139"	"152"	"199"	"228"	"32"	"274"	"274"	"306"	"152"	"50"	"209"	"225"	"240"	"330"
"7133"	"12"	"26"	"15"	"17"	"7"	"23"	"37"	"96"	"27"	"72"	"79"	"94"	"99"	"111"	"124"	"143"	"151"	"57"	"56"	"170"	"177"	"77"	"79"	"86"
"2307"	"12"	"15"	"28"	"27"	"24"	"59"	"36"	"30"	"102"	"21"	"28"	"36"	"151"	"32"	"44"	"104"	"197"	"240"	"49"	"318"	"353"	"66"	"211"	"76"
"1993"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"51"	"35"	"44"	"33"	"30"	"28"	"6"	"76"	"80"	"84"	"78"	"73"	"87"	"93"	"99"	"110"
"8837"	"12"	"28"	"31"	"32"	"7"	"23"	"37"	"86"	"27"	"72"	"79"	"94"	"99"	"111"	"124"	"143"	"151"	"57"	"56"	"170"	"177"	"77"	"56"	"209"
"7422"	"12"	"28"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"108"	"124"	"135"	"11"	"100"	"101"	"107"	"30"	"165"	"181"	"124"	"137"	"147"	"164"
"332"	"12"	"24"	"31"	"32"	"42"	"72"	"143"	"112"	"85"	"94"	"105"	"82"	"89"	"33"	"112"	"52"	"55"	"119"	"51"	"46"	"57"	"68"	"69"	"276"
"1822"	"12"	"15"	"16"	"27"	"28"	"32"	"41"	"37"	"32"	"63"	"106"	"145"	"72"	"78"	"88"	"43"	"47"	"111"	"109"	"108"	"449"	"358"	"392"	"391"
"578"	"12"	"4"	"42"	"23"	"54"	"65"	"74"	"72"	"61"	"170"	"91"	"105"	"114"	"131"	"147"	"221"	"237"	"180"	"225"	"201"	"278"	"312"	"350"	"364"
"581"	"12"	"15"	"10"	"5"	"5"	"3"	"39"	"33"	"29"	"28"	"34"	"43"	"41"	"46"	"48"	"60"	"62"	"62"	"63"	"336"	"67"	"379"	"429"	"443"
"23705"	"12"	"14"	"36"	"33"	"44"	"53"	"65"	"59"	"62"	"69"	"76"	"160"	"179"	"125"	"143"	"307"	"217"	"149"	"182"	"382"	"172"	"433"	"198"	"219"
"3162"	"12"	"26"	"15"	"17"	"14"	"20"	"79"	"77"	"82"	"8"	"19"	"49"	"270"	"85"	"155"	"374"	"114"	"117"	"197"	"115"	"241"	"251"	"368"	"297"
"3897"	"12"	"13"	"27"	"13"	"76"	"92"	"22"	"20"	"31"	"34"	"18"	"108"	"21"	"20"	"28"	"36"	"40"	"39"	"138"	"440"	"75"	"507"	"50"	"197"
"4335"	"12"	"15"	"10"	"5"	"31"	"77"	"34"	"61"	"102"	"39"	"187"	"55"	"101"	"61"	"65"	"41"	"45"	"217"	"42"	"37"	"32"	"72"	"570"	"46"
"140885"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"9"	"87"	"95"	"111"	"53"	"137"	"153"	"164"	"180"	"191"	"115"	"112"	"49"	"74"	"75"	"64"
"6513"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"9"	"48"	"128"	"142"	"157"	"179"	"203"	"222"	"239"	"249"	"263"	"276"	"303"	"313"	"352"	"365"
"10463"	"12"	"11"	"11"	"51"	"84"	"91"	"130"	"99"	"169"	"77"	"217"	"130"	"206"	"148"	"280"	"298"	"146"	"263"	"281"	"399"	"323"	"391"	"502"	"521"
"57045"	"12"	"21"	"46"	"50"	"68"	"84"	"63"	"103"	"171"	"59"	"150"	"90"	"218"	"281"	"260"	"254"	"278"	"369"	"401"	"477"	"379"	"392"	"508"	"456"
"4780"	"12"	"15"	"10"	"5"	"31"	"29"	"142"	"78"	"35"	"92"	"100"	"117"	"113"	"129"	"117"	"176"	"284"	"346"	"356"	"390"	"291"	"444"	"490"	"508"
"6847"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"167"	"29"	"120"	"233"	"10"	"15"	"21"	"22"	"83"	"77"	"72"	"86"	"92"	"359"	"109"
"3726"	"12"	"15"	"10"	"5"	"23"	"80"	"94"	"118"	"35"	"123"	"146"	"37"	"34"	"282"	"117"	"53"	"396"	"238"	"1"	"208"	"335"	"233"	"258"	"277"
"2020"	"12"	"15"	"23"	"25"	"58"	"35"	"42"	"82"	"140"	"161"	"189"	"199"	"227"	"260"	"299"	"324"	"333"	"359"	"39"	"405"	"437"	"460"	"505"	"527"
"2672"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"23"	"187"	"157"	"176"	"10"	"229"	"83"	"87"	"50"	"88"	"104"	"251"	"167"	"140"	"73"
"10472"	"12"	"15"	"10"	"27"	"31"	"59"	"78"	"141"	"39"	"136"	"195"	"188"	"237"	"272"	"305"	"335"	"182"	"378"	"399"	"333"	"457"	"197"	"342"	"496"
"2297"	"12"	"28"	"23"	"11"	"50"	"40"	"13"	"130"	"117"	"124"	"147"	"144"	"109"	"122"	"83"	"156"	"224"	"8"	"249"	"445"	"477"	"219"	"236"	"257"
"1612"	"12"	"21"	"18"	"9"	"6"	"15"	"65"	"150"	"34"	"117"	"94"	"129"	"144"	"255"	"293"	"210"	"226"	"227"	"273"	"77"	"441"	"203"	"330"	"323"
"641648"	"12"	"24"	"23"	"11"	"58"	"40"	"13"	"48"	"117"	"124"	"147"	"144"	"140"	"206"	"247"	"225"	"390"	"76"	"268"	"280"	"58"	"69"	"361"	"372"
"407975"	"12"	"24"	"23"	"11"	"58"	"40"	"13"	"48"	"117"	"124"	"147"	"144"	"140"	"206"	"247"	"225"	"390"	"76"	"268"	"280"	"58"	"69"	"361"	"372"
"51759"	"12"	"24"	"31"	"31"	"50"	"21"	"65"	"28"	"68"	"188"	"212"	"120"	"233"	"172"	"246"	"9"	"210"	"9"	"131"	"151"	"47"	"42"	"435"	"88"
"5270"	"12"	"21"	"46"	"13"	"76"	"91"	"58"	"123"	"52"	"142"	"108"	"139"	"135"	"152"	"286"	"113"	"153"	"124"	"294"	"183"	"191"	"159"	"922"	"404"
"28514"	"12"	"15"	"40"	"27"	"31"	"59"	"78"	"44"	"39"	"39"	"50"	"228"	"101"	"113"	"127"	"83"	"87"	"157"	"88"	"86"	"98"	"105"	"129"	"526"
"10283"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"51"	"35"	"44"	"33"	"30"	"28"	"6"	"76"	"80"	"84"	"78"	"73"	"87"	"93"	"99"	"110"
"57650"	"12"	"28"	"11"	"59"	"30"	"101"	"49"	"140"	"154"	"177"	"152"	"165"	"246"	"280"	"320"	"344"	"382"	"388"	"421"	"438"	"471"	"504"	"80"	"540"
"5915"	"12"	"15"	"10"	"5"	"23"	"80"	"94"	"97"	"28"	"27"	"33"	"38"	"26"	"29"	"92"	"104"	"112"	"50"	"49"	"104"	"192"	"167"	"140"	"73"
"3418"	"12"	"25"	"32"	"39"	"86"	"20"	"30"	"25"	"42"	"43"	"52"	"59"	"62"	"65"	"73"	"90"	"93"	"96"	"92"	"91"	"109"	"114"	"123"	"137"
"6615"	"12"	"24"	"24"	"40"	"21"	"45"	"68"	"120"	"92"	"148"	"114"	"107"	"148"	"103"	"165"	"308"	"293"	"337"	"334"	"356"	"460"	"62"	"34"	"180"
"6678"	"12"	"28"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"108"	"124"	"135"	"11"	"100"	"101"	"107"	"30"	"165"	"181"	"124"	"137"	"147"	"164"
"7078"	"12"	"28"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"108"	"124"	"135"	"11"	"100"	"101"	"107"	"30"	"165"	"181"	"124"	"137"	"147"	"164"
"6271"	"12"	"17"	"15"	"42"	"60"	"68"	"120"	"80"	"84"	"93"	"103"	"118"	"263"	"132"	"166"	"182"	"360"	"207"	"422"	"473"	"509"	"544"	"883"	"303"
"6273"	"12"	"15"	"51"	"42"	"60"	"68"	"120"	"80"	"84"	"93"	"103"	"118"	"263"	"132"	"166"	"182"	"360"	"207"	"422"	"473"	"509"	"544"	"883"	"303"
"3161"	"12"	"15"	"10"	"5"	"5"	"3"	"106"	"113"	"119"	"133"	"159"	"174"	"195"	"223"	"258"	"38"	"12"	"10"	"40"	"33"	"158"	"170"	"53"	"202"
"25925"	"12"	"15"	"40"	"27"	"31"	"59"	"78"	"44"	"39"	"39"	"50"	"55"	"58"	"61"	"65"	"41"	"45"	"411"	"42"	"37"	"32"	"72"	"570"	"46"
"1859"	"12"	"15"	"10"	"5"	"18"	"12"	"84"	"6"	"38"	"191"	"214"	"231"	"264"	"293"	"185"	"367"	"216"	"412"	"234"	"315"	"181"	"194"	"209"	"233"
"6015"	"12"	"15"	"10"	"5"	"31"	"66"	"35"	"61"	"23"	"52"	"130"	"80"	"86"	"94"	"106"	"122"	"130"	"134"	"135"	"138"	"497"	"65"	"68"	"133"
"56648"	"12"	"24"	"27"	"7"	"77"	"92"	"76"	"81"	"124"	"43"	"164"	"178"	"201"	"230"	"255"	"330"	"215"	"248"	"245"	"294"	"280"	"256"	"14"	"423"
"26007"	"12"	"26"	"15"	"17"	"14"	"56"	"29"	"93"	"19"	"11"	"8"	"13"	"8"	"8"	"21"	"26"	"163"	"168"	"171"	"185"	"195"	"212"	"225"	"244"
"8636"	"12"	"13"	"13"	"4"	"11"	"4"	"9"	"5"	"1"	"2"	"2"	"3"	"15"	"2"	"1"	"8"	"242"	"251"	"269"	"281"	"310"	"321"	"458"	"15"
"949"	"12"	"30"	"42"	"47"	"23"	"92"	"112"	"118"	"126"	"144"	"34"	"236"	"271"	"299"	"353"	"376"	"391"	"423"	"457"	"383"	"369"	"550"	"308"	"954"
"3202"	"12"	"15"	"10"	"55"	"31"	"107"	"132"	"126"	"159"	"123"	"88"	"37"	"34"	"282"	"117"	"53"	"396"	"238"	"1"	"192"	"335"	"66"	"523"	"277"
"7048"	"12"	"24"	"31"	"32"	"75"	"89"	"39"	"33"	"29"	"28"	"179"	"43"	"153"	"114"	"297"	"171"	"181"	"376"	"164"	"143"	"223"	"201"	"298"	"550"
"5054"	"12"	"21"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"108"	"124"	"135"	"11"	"100"	"101"	"107"	"30"	"165"	"181"	"124"	"137"	"147"	"164"
"9839"	"12"	"15"	"10"	"27"	"31"	"59"	"78"	"44"	"102"	"135"	"187"	"55"	"58"	"61"	"65"	"41"	"45"	"411"	"336"	"346"	"382"	"395"	"442"	"457"
"5423"	"12"	"15"	"31"	"32"	"42"	"94"	"115"	"122"	"27"	"72"	"116"	"65"	"110"	"123"	"31"	"157"	"171"	"176"	"181"	"195"	"207"	"221"	"237"	"258"
"79923"	"12"	"15"	"10"	"27"	"31"	"78"	"96"	"118"	"102"	"138"	"123"	"200"	"229"	"32"	"83"	"326"	"297"	"266"	"389"	"407"	"398"	"98"	"138"	"461"
"50943"	"12"	"28"	"51"	"7"	"7"	"118"	"145"	"96"	"8"	"170"	"15"	"147"	"167"	"186"	"216"	"235"	"251"	"260"	"85"	"290"	"321"	"334"	"373"	"384"
"7849"	"12"	"15"	"39"	"9"	"14"	"16"	"60"	"24"	"7"	"29"	"93"	"62"	"159"	"68"	"156"	"299"	"162"	"92"	"124"	"165"	"97"	"211"	"320"	"343"
"1649"	"12"	"15"	"10"	"5"	"23"	"80"	"94"	"97"	"35"	"123"	"146"	"37"	"34"	"282"	"117"	"53"	"396"	"238"	"1"	"164"	"335"	"185"	"200"	"277"
"2309"	"12"	"15"	"51"	"7"	"23"	"24"	"6"	"118"	"132"	"135"	"42"	"109"	"120"	"135"	"152"	"284"	"273"	"315"	"225"	"208"	"220"	"233"	"258"	"276"
"3663"	"12"	"3"	"36"	"26"	"77"	"118"	"99"	"86"	"109"	"126"	"100"	"117"	"175"	"209"	"226"	"333"	"284"	"339"	"370"	"384"	"416"	"434"	"478"	"497"
"5079"	"12"	"15"	"10"	"5"	"31"	"66"	"23"	"21"	"13"	"188"	"13"	"117"	"260"	"291"	"255"	"135"	"33"	"144"	"221"	"239"	"167"	"314"	"339"	"321"
"4090"	"12"	"15"	"31"	"46"	"75"	"89"	"107"	"92"	"121"	"135"	"161"	"176"	"197"	"60"	"262"	"287"	"295"	"315"	"336"	"346"	"382"	"395"	"442"	"457"
"3622"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"102"	"39"	"187"	"55"	"101"	"61"	"65"	"41"	"45"	"217"	"42"	"37"	"32"	"72"	"570"	"46"
"6996"	"12"	"15"	"10"	"5"	"31"	"66"	"61"	"56"	"54"	"196"	"67"	"79"	"85"	"92"	"105"	"119"	"128"	"69"	"43"	"38"	"50"	"56"	"60"	"57"
"4255"	"12"	"15"	"10"	"16"	"18"	"12"	"19"	"18"	"21"	"121"	"101"	"183"	"221"	"42"	"130"	"282"	"43"	"218"	"368"	"21"	"253"	"31"	"255"	"435"
"429"	"12"	"30"	"28"	"29"	"39"	"43"	"57"	"52"	"50"	"54"	"197"	"213"	"232"	"264"	"303"	"329"	"341"	"66"	"67"	"57"	"70"	"84"	"87"	"559"
"4760"	"12"	"26"	"15"	"62"	"80"	"28"	"42"	"34"	"33"	"33"	"42"	"50"	"49"	"53"	"55"	"69"	"73"	"77"	"123"	"111"	"140"	"141"	"257"	"275"
"3621"	"12"	"15"	"51"	"50"	"81"	"95"	"77"	"41"	"52"	"87"	"95"	"111"	"53"	"137"	"153"	"164"	"180"	"191"	"115"	"112"	"49"	"74"	"75"	"64"
"1958"	"12"	"15"	"10"	"5"	"31"	"118"	"80"	"78"	"83"	"92"	"100"	"117"	"113"	"129"	"56"	"176"	"284"	"339"	"370"	"384"	"416"	"434"	"478"	"497"
"4853"	"12"	"15"	"10"	"5"	"31"	"66"	"78"	"44"	"39"	"39"	"50"	"228"	"101"	"113"	"127"	"83"	"87"	"157"	"88"	"86"	"98"	"105"	"129"	"526"
"4851"	"12"	"15"	"10"	"5"	"31"	"59"	"78"	"44"	"39"	"39"	"50"	"228"	"101"	"113"	"127"	"83"	"87"	"157"	"88"	"86"	"98"	"105"	"129"	"526"
"79885"	"12"	"15"	"40"	"27"	"31"	"59"	"78"	"44"	"39"	"39"	"50"	"55"	"101"	"61"	"127"	"83"	"87"	"217"	"88"	"86"	"98"	"105"	"129"	"147"
"2261"	"12"	"15"	"10"	"5"	"5"	"3"	"39"	"33"	"29"	"28"	"34"	"43"	"41"	"46"	"48"	"60"	"18"	"137"	"140"	"17"	"157"	"45"	"22"	"28"
"5294"	"12"	"28"	"51"	"7"	"5"	"3"	"26"	"23"	"17"	"18"	"20"	"26"	"22"	"21"	"29"	"37"	"41"	"40"	"427"	"446"	"478"	"516"	"393"	"349"
"7345"	"12"	"24"	"31"	"32"	"42"	"94"	"115"	"122"	"24"	"82"	"88"	"101"	"107"	"121"	"141"	"1"	"1"	"102"	"393"	"134"	"294"	"307"	"474"	"491"
"706"	"12"	"30"	"28"	"29"	"39"	"43"	"57"	"52"	"50"	"165"	"63"	"141"	"11"	"13"	"99"	"13"	"391"	"115"	"457"	"383"	"369"	"380"	"430"	"444"
"10000"	"12"	"15"	"15"	"62"	"80"	"28"	"42"	"34"	"33"	"33"	"42"	"50"	"253"	"284"	"326"	"350"	"364"	"394"	"40"	"33"	"5"	"8"	"553"	"583"
"7071"	"12"	"15"	"10"	"7"	"18"	"12"	"38"	"6"	"8"	"191"	"214"	"231"	"264"	"293"	"344"	"367"	"54"	"412"	"445"	"465"	"181"	"194"	"533"	"561"
"51176"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"23"	"50"	"228"	"101"	"113"	"127"	"83"	"87"	"266"	"88"	"86"	"98"	"105"	"129"	"526"
"1618"	"12"	"14"	"31"	"19"	"28"	"32"	"41"	"37"	"32"	"63"	"106"	"121"	"131"	"151"	"60"	"77"	"124"	"85"	"79"	"74"	"249"	"94"	"101"	"113"
"116071"	"12"	"15"	"10"	"5"	"23"	"80"	"94"	"97"	"35"	"123"	"146"	"37"	"34"	"282"	"117"	"53"	"396"	"238"	"1"	"209"	"335"	"272"	"297"	"277"
"57794"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"51"	"35"	"44"	"33"	"30"	"28"	"6"	"76"	"80"	"84"	"78"	"73"	"87"	"93"	"99"	"110"
"5291"	"12"	"28"	"51"	"7"	"5"	"3"	"26"	"23"	"17"	"18"	"20"	"26"	"22"	"21"	"29"	"37"	"41"	"40"	"427"	"446"	"478"	"516"	"393"	"349"
"348"	"12"	"21"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"177"	"189"	"203"	"248"	"285"	"310"	"321"	"340"	"371"	"385"	"417"	"436"	"480"	"498"
"2998"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"9"	"48"	"128"	"142"	"157"	"179"	"203"	"222"	"239"	"249"	"263"	"276"	"303"	"313"	"352"	"365"
"5315"	"12"	"26"	"15"	"17"	"14"	"56"	"60"	"24"	"7"	"29"	"35"	"44"	"42"	"47"	"49"	"39"	"42"	"63"	"202"	"42"	"54"	"61"	"84"	"91"
"7448"	"12"	"21"	"46"	"13"	"76"	"91"	"22"	"20"	"137"	"155"	"181"	"193"	"53"	"134"	"153"	"162"	"177"	"184"	"190"	"205"	"217"	"231"	"42"	"271"
"5524"	"12"	"28"	"20"	"3"	"50"	"42"	"21"	"51"	"11"	"53"	"12"	"74"	"13"	"87"	"96"	"97"	"28"	"14"	"28"	"122"	"117"	"153"	"39"	"182"
"2322"	"12"	"15"	"17"	"20"	"17"	"14"	"23"	"21"	"13"	"15"	"13"	"21"	"16"	"16"	"23"	"28"	"33"	"34"	"33"	"147"	"160"	"173"	"186"	"205"
"993"	"12"	"15"	"31"	"32"	"18"	"94"	"115"	"122"	"27"	"72"	"116"	"65"	"110"	"123"	"31"	"157"	"171"	"176"	"181"	"195"	"207"	"221"	"237"	"258"
"6198"	"12"	"28"	"23"	"29"	"28"	"32"	"41"	"37"	"32"	"31"	"40"	"48"	"46"	"82"	"207"	"227"	"244"	"253"	"271"	"64"	"79"	"88"	"150"	"167"
"4035"	"12"	"11"	"46"	"13"	"76"	"103"	"75"	"73"	"68"	"78"	"82"	"97"	"103"	"115"	"134"	"151"	"161"	"232"	"170"	"184"	"83"	"209"	"223"	"242"
"23162"	"12"	"15"	"10"	"5"	"77"	"66"	"38"	"6"	"35"	"123"	"146"	"232"	"34"	"282"	"345"	"53"	"349"	"374"	"405"	"321"	"355"	"22"	"407"	"558"
"6277"	"12"	"13"	"13"	"42"	"60"	"68"	"120"	"80"	"84"	"93"	"103"	"118"	"263"	"132"	"166"	"182"	"360"	"207"	"422"	"473"	"509"	"544"	"883"	"303"
"3159"	"12"	"26"	"15"	"62"	"80"	"28"	"42"	"34"	"33"	"33"	"42"	"50"	"49"	"53"	"55"	"69"	"73"	"77"	"123"	"111"	"140"	"141"	"257"	"275"
"5989"	"12"	"15"	"40"	"27"	"24"	"59"	"36"	"30"	"102"	"114"	"39"	"47"	"170"	"189"	"133"	"260"	"197"	"264"	"374"	"233"	"372"	"341"	"250"	"267"
"3206"	"12"	"15"	"10"	"5"	"31"	"59"	"78"	"44"	"102"	"21"	"39"	"36"	"34"	"282"	"117"	"104"	"65"	"240"	"49"	"318"	"353"	"145"	"335"	"73"
"8930"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"167"	"29"	"120"	"233"	"10"	"15"	"21"	"22"	"83"	"77"	"72"	"86"	"92"	"359"	"109"
"11009"	"12"	"28"	"51"	"7"	"7"	"118"	"145"	"96"	"8"	"170"	"15"	"147"	"167"	"186"	"258"	"38"	"12"	"10"	"85"	"290"	"321"	"334"	"373"	"384"
"27122"	"12"	"13"	"13"	"29"	"39"	"43"	"57"	"52"	"50"	"134"	"221"	"193"	"118"	"134"	"228"	"162"	"177"	"184"	"190"	"32"	"41"	"48"	"48"	"56"
"89795"	"12"	"15"	"10"	"5"	"7"	"118"	"124"	"29"	"26"	"26"	"13"	"110"	"123"	"136"	"158"	"170"	"185"	"351"	"200"	"393"	"229"	"363"	"461"	"49"
"2034"	"12"	"24"	"31"	"32"	"42"	"72"	"86"	"89"	"85"	"94"	"105"	"119"	"130"	"202"	"276"	"304"	"303"	"211"	"215"	"100"	"18"	"413"	"109"	"475"
"11113"	"12"	"26"	"51"	"9"	"6"	"15"	"124"	"29"	"26"	"26"	"32"	"52"	"39"	"51"	"64"	"82"	"71"	"145"	"175"	"251"	"392"	"422"	"273"	"198"
"8650"	"12"	"21"	"27"	"40"	"6"	"73"	"87"	"91"	"93"	"102"	"119"	"73"	"137"	"168"	"127"	"212"	"87"	"157"	"88"	"86"	"39"	"320"	"129"	"177"
"5727"	"12"	"28"	"51"	"40"	"57"	"34"	"83"	"42"	"89"	"97"	"68"	"125"	"87"	"95"	"107"	"196"	"211"	"222"	"228"	"245"	"262"	"274"	"300"	"320"
"55749"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"51"	"35"	"44"	"33"	"30"	"28"	"6"	"76"	"80"	"84"	"78"	"73"	"87"	"93"	"99"	"110"
"7161"	"12"	"15"	"10"	"5"	"31"	"66"	"92"	"6"	"22"	"89"	"23"	"131"	"114"	"131"	"147"	"221"	"237"	"300"	"161"	"179"	"189"	"199"	"214"	"364"
"1164"	"12"	"15"	"51"	"42"	"18"	"12"	"38"	"6"	"38"	"191"	"214"	"231"	"264"	"293"	"344"	"367"	"54"	"412"	"445"	"465"	"181"	"194"	"209"	"233"
"2305"	"12"	"15"	"10"	"5"	"18"	"12"	"78"	"6"	"38"	"191"	"214"	"231"	"264"	"293"	"344"	"367"	"54"	"412"	"445"	"465"	"181"	"194"	"209"	"233"
"1263"	"12"	"15"	"10"	"5"	"5"	"3"	"106"	"113"	"119"	"133"	"159"	"174"	"195"	"223"	"258"	"71"	"75"	"326"	"136"	"103"	"158"	"170"	"53"	"959"
"9627"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"23"	"187"	"157"	"176"	"10"	"35"	"21"	"83"	"87"	"44"	"77"	"90"	"96"	"330"	"282"
"2621"	"12"	"21"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"165"	"180"	"203"	"231"	"268"	"294"	"301"	"321"	"347"	"355"	"389"	"404"	"452"	"466"
"6347"	"12"	"28"	"42"	"59"	"103"	"116"	"142"	"152"	"166"	"190"	"213"	"230"	"263"	"292"	"343"	"262"	"273"	"291"	"225"	"242"	"258"	"278"	"304"	"326"
"200845"	"12"	"24"	"31"	"32"	"42"	"72"	"86"	"89"	"85"	"94"	"105"	"119"	"130"	"202"	"276"	"304"	"303"	"163"	"23"	"248"	"378"	"285"	"317"	"184"
"8548"	"12"	"14"	"16"	"19"	"93"	"8"	"88"	"10"	"4"	"7"	"7"	"15"	"174"	"241"	"282"	"77"	"124"	"29"	"75"	"70"	"449"	"113"	"121"	"135"
"1789"	"12"	"15"	"17"	"20"	"17"	"14"	"23"	"21"	"13"	"15"	"13"	"21"	"16"	"16"	"23"	"28"	"33"	"34"	"33"	"147"	"160"	"173"	"186"	"205"
