"0.5"	"1"	"1.5"	"2"	"2.5"	"3"	"3.5"	"4"	"4.5"	"5"	"5.5"	"6"	"6.5"	"7"	"7.5"	"8"	"8.5"	"9"	"9.5"	"10"	"10.5"	"11"	"11.5"	"12"
"257194"	"16"	"21"	"46"	"13"	"76"	"91"	"58"	"135"	"172"	"171"	"217"	"211"	"240"	"295"	"363"	"370"	"384"	"429"	"448"	"478"	"499"	"536"	"530"	"554"
"80150"	"16"	"25"	"35"	"38"	"53"	"63"	"113"	"57"	"55"	"61"	"69"	"106"	"156"	"191"	"284"	"46"	"116"	"215"	"214"	"218"	"232"	"166"	"179"	"292"
"26820"	"16"	"30"	"28"	"54"	"92"	"106"	"31"	"32"	"91"	"83"	"89"	"62"	"222"	"200"	"120"	"139"	"104"	"118"	"338"	"159"	"345"	"300"	"396"	"409"
"25769"	"16"	"25"	"32"	"34"	"46"	"102"	"128"	"47"	"48"	"109"	"60"	"72"	"73"	"177"	"202"	"102"	"179"	"189"	"13"	"440"	"473"	"345"	"546"	"577"
"3620"	"16"	"25"	"35"	"38"	"85"	"98"	"67"	"132"	"142"	"104"	"121"	"159"	"150"	"173"	"195"	"213"	"228"	"239"	"252"	"267"	"292"	"305"	"519"	"245"
"113451"	"16"	"25"	"35"	"38"	"85"	"98"	"67"	"132"	"142"	"74"	"80"	"139"	"154"	"152"	"129"	"149"	"156"	"159"	"160"	"177"	"186"	"198"	"213"	"319"
"2875"	"16"	"25"	"35"	"38"	"53"	"63"	"113"	"57"	"55"	"61"	"69"	"106"	"186"	"210"	"110"	"86"	"89"	"295"	"349"	"358"	"359"	"371"	"416"	"431"
"283652"	"16"	"25"	"32"	"34"	"46"	"102"	"128"	"47"	"48"	"109"	"60"	"72"	"73"	"177"	"202"	"102"	"179"	"189"	"13"	"440"	"473"	"345"	"546"	"577"
"586"	"16"	"25"	"35"	"38"	"53"	"63"	"113"	"57"	"55"	"61"	"69"	"106"	"186"	"210"	"110"	"86"	"89"	"295"	"349"	"358"	"399"	"470"	"513"	"560"
"4524"	"16"	"25"	"35"	"54"	"92"	"106"	"131"	"143"	"158"	"181"	"205"	"221"	"209"	"237"	"274"	"302"	"311"	"332"	"357"	"367"	"406"	"423"	"466"	"483"
"23657"	"16"	"25"	"35"	"38"	"53"	"63"	"113"	"57"	"55"	"61"	"69"	"106"	"186"	"210"	"110"	"86"	"89"	"295"	"349"	"358"	"359"	"371"	"416"	"431"
"1757"	"16"	"15"	"10"	"5"	"31"	"66"	"142"	"79"	"166"	"23"	"213"	"157"	"176"	"196"	"325"	"349"	"363"	"393"	"426"	"445"	"477"	"515"	"552"	"85"
"2752"	"16"	"25"	"35"	"38"	"53"	"63"	"113"	"57"	"55"	"61"	"69"	"106"	"186"	"210"	"110"	"86"	"89"	"295"	"349"	"358"	"359"	"371"	"416"	"431"
"3764"	"16"	"25"	"32"	"34"	"46"	"102"	"128"	"47"	"48"	"109"	"60"	"72"	"73"	"177"	"202"	"220"	"236"	"247"	"261"	"275"	"301"	"439"	"348"	"363"
"2348"	"16"	"25"	"35"	"54"	"92"	"106"	"131"	"143"	"158"	"181"	"205"	"221"	"252"	"40"	"325"	"349"	"363"	"393"	"426"	"445"	"477"	"515"	"552"	"85"
"4548"	"16"	"25"	"35"	"54"	"92"	"106"	"131"	"143"	"158"	"181"	"205"	"221"	"252"	"40"	"325"	"349"	"363"	"393"	"426"	"445"	"477"	"515"	"552"	"85"
"7070"	"16"	"21"	"46"	"13"	"76"	"91"	"58"	"135"	"172"	"171"	"217"	"211"	"240"	"295"	"363"	"370"	"384"	"429"	"448"	"478"	"499"	"536"	"530"	"554"
"290"	"16"	"25"	"35"	"38"	"92"	"98"	"67"	"132"	"94"	"195"	"120"	"238"	"198"	"254"	"191"	"317"	"224"	"275"	"249"	"263"	"285"	"299"	"415"	"430"
"1719"	"16"	"25"	"35"	"54"	"92"	"106"	"131"	"143"	"158"	"181"	"205"	"221"	"252"	"40"	"325"	"349"	"363"	"393"	"426"	"311"	"63"	"67"	"552"	"85"
"2730"	"16"	"25"	"35"	"38"	"53"	"63"	"113"	"57"	"55"	"61"	"69"	"106"	"186"	"210"	"110"	"86"	"89"	"295"	"349"	"358"	"359"	"371"	"416"	"431"
"440"	"16"	"25"	"35"	"38"	"53"	"63"	"113"	"57"	"55"	"61"	"69"	"106"	"186"	"210"	"110"	"86"	"89"	"295"	"349"	"358"	"359"	"371"	"416"	"292"
"2673"	"16"	"25"	"35"	"38"	"53"	"63"	"113"	"57"	"55"	"61"	"69"	"106"	"186"	"210"	"110"	"26"	"163"	"168"	"171"	"185"	"195"	"212"	"225"	"244"
"84889"	"16"	"25"	"32"	"34"	"46"	"102"	"67"	"132"	"142"	"74"	"80"	"139"	"154"	"152"	"129"	"149"	"156"	"159"	"160"	"177"	"186"	"198"	"213"	"319"
"1555"	"18"	"30"	"49"	"47"	"23"	"92"	"112"	"118"	"126"	"144"	"167"	"182"	"205"	"232"	"271"	"297"	"304"	"327"	"352"	"362"	"400"	"415"	"460"	"478"
"5169"	"18"	"30"	"42"	"31"	"32"	"45"	"58"	"46"	"46"	"11"	"217"	"211"	"240"	"295"	"363"	"370"	"384"	"429"	"448"	"478"	"499"	"536"	"530"	"554"
"412"	"18"	"30"	"49"	"47"	"23"	"92"	"94"	"97"	"99"	"111"	"133"	"146"	"166"	"185"	"215"	"376"	"391"	"423"	"457"	"383"	"369"	"380"	"430"	"444"
"8630"	"18"	"30"	"49"	"47"	"23"	"55"	"75"	"73"	"68"	"78"	"82"	"97"	"103"	"115"	"134"	"151"	"161"	"166"	"170"	"184"	"194"	"209"	"223"	"242"
"6822"	"18"	"21"	"49"	"49"	"76"	"69"	"77"	"41"	"52"	"134"	"221"	"237"	"273"	"301"	"357"	"379"	"361"	"292"	"459"	"479"	"511"	"552"	"926"	"234"
"1577"	"18"	"30"	"49"	"47"	"23"	"92"	"112"	"118"	"126"	"144"	"167"	"182"	"205"	"232"	"271"	"297"	"304"	"327"	"352"	"362"	"400"	"415"	"460"	"478"
"388015"	"18"	"30"	"27"	"47"	"23"	"92"	"112"	"118"	"126"	"144"	"167"	"182"	"205"	"232"	"271"	"297"	"304"	"327"	"352"	"362"	"400"	"415"	"460"	"263"
"1543"	"18"	"30"	"49"	"47"	"23"	"92"	"112"	"118"	"126"	"144"	"167"	"182"	"205"	"232"	"271"	"297"	"304"	"327"	"352"	"362"	"400"	"415"	"460"	"478"
"1351"	"18"	"30"	"28"	"29"	"39"	"43"	"57"	"52"	"50"	"54"	"63"	"75"	"78"	"88"	"97"	"110"	"118"	"123"	"122"	"124"	"138"	"155"	"162"	"351"
"1544"	"18"	"30"	"49"	"47"	"23"	"92"	"112"	"118"	"126"	"144"	"167"	"182"	"205"	"232"	"271"	"297"	"304"	"327"	"352"	"362"	"400"	"415"	"460"	"478"
"8802"	"18"	"30"	"42"	"14"	"19"	"87"	"104"	"17"	"113"	"129"	"36"	"16"	"147"	"122"	"94"	"62"	"63"	"175"	"65"	"117"	"396"	"458"	"341"	"93"
"6391"	"18"	"30"	"28"	"29"	"39"	"43"	"57"	"52"	"50"	"54"	"197"	"213"	"50"	"264"	"57"	"70"	"74"	"66"	"67"	"57"	"70"	"84"	"87"	"559"
"27303"	"18"	"30"	"28"	"14"	"33"	"26"	"56"	"69"	"44"	"68"	"127"	"51"	"77"	"261"	"197"	"215"	"19"	"20"	"20"	"19"	"20"	"28"	"24"	"30"
"4513"	"18"	"30"	"28"	"29"	"39"	"43"	"57"	"52"	"50"	"54"	"63"	"75"	"78"	"88"	"97"	"110"	"118"	"123"	"122"	"124"	"138"	"155"	"162"	"351"
"5243"	"18"	"11"	"49"	"47"	"23"	"92"	"94"	"97"	"99"	"111"	"133"	"146"	"166"	"185"	"215"	"234"	"250"	"259"	"279"	"289"	"320"	"333"	"372"	"383"
"1593"	"18"	"30"	"49"	"47"	"23"	"92"	"94"	"97"	"99"	"111"	"133"	"146"	"166"	"185"	"215"	"376"	"391"	"423"	"457"	"383"	"369"	"380"	"430"	"444"
"2173"	"18"	"30"	"42"	"14"	"19"	"87"	"112"	"118"	"126"	"144"	"167"	"182"	"271"	"299"	"353"	"106"	"115"	"421"	"117"	"116"	"507"	"547"	"923"	"954"
"8644"	"18"	"11"	"49"	"47"	"23"	"68"	"120"	"80"	"84"	"93"	"103"	"118"	"263"	"132"	"166"	"182"	"360"	"207"	"422"	"473"	"509"	"544"	"883"	"303"
"6648"	"18"	"30"	"28"	"29"	"39"	"43"	"57"	"52"	"50"	"54"	"63"	"75"	"78"	"88"	"97"	"110"	"118"	"123"	"122"	"124"	"138"	"155"	"162"	"351"
"1576"	"18"	"30"	"49"	"47"	"23"	"92"	"112"	"118"	"126"	"144"	"167"	"182"	"205"	"232"	"271"	"297"	"304"	"327"	"352"	"362"	"400"	"415"	"460"	"478"
"1622"	"18"	"30"	"42"	"14"	"19"	"87"	"104"	"17"	"113"	"129"	"36"	"16"	"147"	"122"	"94"	"62"	"63"	"175"	"65"	"117"	"396"	"458"	"341"	"93"
"1738"	"18"	"30"	"42"	"14"	"92"	"106"	"131"	"17"	"158"	"181"	"36"	"221"	"109"	"122"	"142"	"156"	"90"	"8"	"118"	"88"	"69"	"83"	"86"	"173"
"2690"	"18"	"21"	"49"	"47"	"23"	"92"	"112"	"118"	"126"	"144"	"167"	"182"	"205"	"232"	"271"	"297"	"304"	"327"	"352"	"362"	"400"	"40"	"460"	"347"
"54205"	"18"	"30"	"28"	"29"	"39"	"43"	"57"	"52"	"50"	"54"	"197"	"213"	"50"	"264"	"57"	"70"	"74"	"66"	"67"	"57"	"70"	"84"	"87"	"559"
"5163"	"18"	"30"	"28"	"14"	"33"	"26"	"56"	"69"	"44"	"68"	"127"	"51"	"77"	"261"	"197"	"215"	"19"	"20"	"20"	"19"	"20"	"28"	"24"	"30"
"2194"	"18"	"30"	"42"	"14"	"19"	"87"	"104"	"17"	"113"	"129"	"155"	"16"	"191"	"215"	"251"	"276"	"286"	"360"	"326"	"372"	"238"	"177"	"92"	"388"
"5743"	"18"	"30"	"49"	"47"	"23"	"92"	"112"	"118"	"126"	"144"	"167"	"182"	"205"	"232"	"271"	"297"	"304"	"327"	"352"	"473"	"400"	"544"	"883"	"303"
"1545"	"18"	"30"	"49"	"47"	"23"	"92"	"112"	"118"	"126"	"144"	"167"	"182"	"205"	"232"	"271"	"297"	"304"	"327"	"352"	"362"	"400"	"415"	"460"	"478"
"3156"	"18"	"30"	"42"	"14"	"23"	"80"	"94"	"97"	"28"	"27"	"33"	"42"	"40"	"45"	"151"	"64"	"67"	"175"	"118"	"329"	"134"	"147"	"154"	"175"
"4170"	"19"	"4"	"42"	"23"	"54"	"65"	"74"	"72"	"61"	"170"	"91"	"105"	"114"	"131"	"147"	"221"	"237"	"180"	"225"	"201"	"278"	"312"	"350"	"364"
"598"	"19"	"4"	"42"	"23"	"54"	"65"	"74"	"72"	"61"	"170"	"91"	"105"	"114"	"131"	"147"	"221"	"237"	"180"	"225"	"201"	"278"	"312"	"350"	"364"
"638"	"19"	"4"	"42"	"23"	"54"	"65"	"74"	"72"	"61"	"170"	"91"	"105"	"114"	"131"	"147"	"221"	"237"	"180"	"225"	"201"	"278"	"312"	"350"	"364"
"597"	"19"	"4"	"42"	"23"	"54"	"65"	"74"	"72"	"61"	"170"	"91"	"105"	"114"	"131"	"147"	"221"	"237"	"180"	"225"	"201"	"278"	"312"	"350"	"364"
"3126"	"20"	"3"	"36"	"41"	"70"	"83"	"99"	"86"	"109"	"126"	"141"	"156"	"175"	"209"	"226"	"333"	"261"	"270"	"296"	"303"	"336"	"349"	"414"	"400"
"3111"	"20"	"3"	"36"	"41"	"70"	"83"	"99"	"86"	"109"	"126"	"141"	"156"	"175"	"209"	"226"	"333"	"261"	"270"	"296"	"303"	"336"	"349"	"414"	"400"
"27133"	"23"	"17"	"19"	"21"	"38"	"39"	"54"	"136"	"107"	"122"	"145"	"218"	"181"	"205"	"239"	"261"	"272"	"290"	"310"	"320"	"354"	"365"	"406"	"420"
"6263"	"23"	"17"	"19"	"21"	"38"	"39"	"54"	"136"	"150"	"172"	"196"	"212"	"241"	"275"	"313"	"337"	"352"	"380"	"410"	"429"	"462"	"492"	"531"	"555"
"65266"	"23"	"17"	"19"	"21"	"38"	"39"	"54"	"136"	"57"	"64"	"72"	"86"	"100"	"100"	"114"	"128"	"135"	"140"	"144"	"152"	"162"	"175"	"190"	"208"
"182"	"23"	"17"	"19"	"27"	"31"	"29"	"142"	"78"	"83"	"92"	"100"	"117"	"113"	"129"	"56"	"135"	"140"	"144"	"304"	"431"	"167"	"314"	"221"	"314"
"6446"	"23"	"17"	"19"	"21"	"38"	"39"	"54"	"136"	"57"	"64"	"72"	"86"	"100"	"100"	"114"	"128"	"135"	"140"	"144"	"152"	"162"	"175"	"190"	"208"
"3745"	"23"	"17"	"19"	"21"	"38"	"39"	"54"	"136"	"107"	"122"	"145"	"218"	"181"	"205"	"239"	"261"	"272"	"290"	"310"	"320"	"354"	"365"	"406"	"420"
"2626"	"23"	"17"	"19"	"27"	"31"	"29"	"142"	"78"	"83"	"92"	"100"	"117"	"113"	"129"	"56"	"135"	"140"	"144"	"304"	"431"	"167"	"314"	"221"	"314"
"3736"	"23"	"17"	"19"	"21"	"38"	"39"	"54"	"136"	"107"	"122"	"145"	"218"	"181"	"205"	"239"	"261"	"272"	"290"	"310"	"320"	"354"	"365"	"406"	"420"
"801"	"23"	"17"	"19"	"21"	"38"	"39"	"54"	"136"	"150"	"172"	"196"	"212"	"241"	"275"	"313"	"337"	"56"	"198"	"147"	"156"	"408"	"424"	"468"	"78"
"1440"	"24"	"28"	"39"	"7"	"7"	"118"	"145"	"96"	"8"	"170"	"15"	"109"	"120"	"135"	"2"	"145"	"198"	"77"	"10"	"9"	"10"	"233"	"258"	"481"
"8128"	"24"	"11"	"11"	"57"	"100"	"114"	"139"	"62"	"64"	"75"	"77"	"31"	"28"	"26"	"38"	"280"	"317"	"427"	"407"	"52"	"53"	"79"	"203"	"227"
"60675"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"147968"	"24"	"21"	"46"	"13"	"76"	"91"	"22"	"20"	"137"	"155"	"181"	"193"	"118"	"134"	"150"	"162"	"177"	"184"	"190"	"205"	"217"	"231"	"42"	"271"
"9283"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"112"	"128"	"146"	"159"	"173"	"178"	"185"	"199"	"211"	"226"	"245"	"264"
"29933"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"56253"	"24"	"21"	"36"	"50"	"81"	"95"	"117"	"85"	"136"	"154"	"180"	"192"	"223"	"251"	"290"	"313"	"327"	"345"	"375"	"389"	"422"	"443"	"488"	"506"
"8111"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"10663"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"112"	"128"	"146"	"159"	"173"	"178"	"185"	"199"	"211"	"226"	"245"	"264"
"4829"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"100133941"	"24"	"21"	"46"	"13"	"76"	"91"	"22"	"20"	"137"	"155"	"181"	"124"	"53"	"81"	"100"	"164"	"180"	"104"	"250"	"8"	"217"	"231"	"42"	"271"
"8869"	"24"	"11"	"11"	"57"	"100"	"114"	"139"	"62"	"64"	"75"	"73"	"209"	"212"	"303"	"144"	"27"	"30"	"165"	"365"	"52"	"53"	"79"	"203"	"227"
"643911"	"24"	"28"	"39"	"34"	"43"	"101"	"49"	"1"	"148"	"100"	"152"	"165"	"188"	"274"	"248"	"273"	"281"	"305"	"322"	"401"	"365"	"376"	"423"	"438"
"1815"	"24"	"28"	"42"	"54"	"92"	"116"	"142"	"152"	"128"	"190"	"170"	"230"	"209"	"237"	"274"	"302"	"311"	"332"	"357"	"367"	"406"	"423"	"466"	"483"
"2797"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"825"	"24"	"21"	"46"	"13"	"76"	"91"	"22"	"20"	"137"	"155"	"181"	"193"	"118"	"134"	"150"	"162"	"177"	"184"	"190"	"205"	"217"	"231"	"42"	"271"
"2523"	"24"	"11"	"11"	"57"	"100"	"114"	"139"	"62"	"64"	"75"	"73"	"31"	"28"	"26"	"38"	"114"	"121"	"125"	"126"	"127"	"144"	"282"	"309"	"331"
"1673"	"24"	"28"	"37"	"22"	"64"	"71"	"85"	"129"	"120"	"194"	"31"	"91"	"196"	"224"	"261"	"286"	"143"	"147"	"151"	"339"	"334"	"237"	"59"	"210"
"4322"	"24"	"21"	"46"	"13"	"76"	"91"	"22"	"20"	"137"	"155"	"181"	"193"	"118"	"134"	"150"	"162"	"177"	"184"	"190"	"205"	"217"	"231"	"42"	"271"
"93659"	"24"	"28"	"39"	"46"	"75"	"45"	"60"	"46"	"40"	"40"	"51"	"56"	"59"	"62"	"67"	"85"	"280"	"301"	"104"	"101"	"50"	"56"	"60"	"318"
"50616"	"24"	"28"	"51"	"7"	"7"	"118"	"145"	"96"	"8"	"170"	"15"	"147"	"167"	"186"	"216"	"235"	"251"	"77"	"85"	"290"	"321"	"334"	"373"	"384"
"56246"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"46"	"40"	"40"	"51"	"56"	"59"	"62"	"67"	"85"	"280"	"301"	"104"	"101"	"99"	"165"	"384"	"469"
"1082"	"24"	"28"	"39"	"46"	"75"	"45"	"60"	"46"	"40"	"40"	"51"	"56"	"59"	"62"	"67"	"85"	"280"	"301"	"104"	"101"	"50"	"56"	"60"	"318"
"2798"	"24"	"28"	"39"	"59"	"77"	"92"	"47"	"39"	"124"	"141"	"164"	"178"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"1437"	"24"	"28"	"39"	"7"	"77"	"92"	"26"	"23"	"17"	"15"	"16"	"21"	"16"	"16"	"23"	"28"	"18"	"137"	"140"	"17"	"157"	"45"	"22"	"28"
"10666"	"24"	"21"	"36"	"50"	"81"	"95"	"117"	"85"	"136"	"154"	"180"	"192"	"223"	"251"	"290"	"313"	"327"	"345"	"375"	"389"	"422"	"443"	"488"	"506"
"55801"	"24"	"28"	"51"	"7"	"7"	"118"	"145"	"96"	"8"	"170"	"15"	"147"	"167"	"186"	"216"	"235"	"251"	"77"	"85"	"290"	"321"	"334"	"373"	"384"
"3375"	"24"	"28"	"39"	"59"	"30"	"45"	"60"	"46"	"40"	"40"	"51"	"56"	"59"	"62"	"67"	"85"	"280"	"301"	"104"	"101"	"99"	"165"	"384"	"469"
"2691"	"24"	"28"	"39"	"59"	"30"	"45"	"60"	"46"	"40"	"40"	"51"	"56"	"59"	"62"	"67"	"85"	"280"	"301"	"104"	"101"	"99"	"165"	"384"	"469"
"3562"	"24"	"28"	"39"	"7"	"77"	"92"	"26"	"23"	"17"	"15"	"16"	"21"	"16"	"16"	"23"	"28"	"18"	"137"	"140"	"17"	"157"	"45"	"22"	"28"
"284"	"24"	"28"	"39"	"7"	"77"	"92"	"26"	"23"	"17"	"15"	"16"	"21"	"16"	"16"	"23"	"28"	"18"	"137"	"140"	"17"	"157"	"45"	"22"	"28"
"9034"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"112"	"128"	"146"	"159"	"173"	"178"	"185"	"199"	"211"	"226"	"245"	"264"
"6752"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"3"	"143"	"38"	"55"	"2"	"61"	"252"	"69"	"87"	"5"	"93"	"46"	"98"	"108"	"60"	"65"	"68"
"4923"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"886"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"4828"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"3976"	"24"	"28"	"51"	"20"	"17"	"118"	"145"	"118"	"8"	"170"	"42"	"109"	"120"	"135"	"152"	"284"	"273"	"34"	"225"	"208"	"220"	"233"	"258"	"276"
"627"	"24"	"30"	"51"	"39"	"77"	"15"	"62"	"23"	"17"	"18"	"16"	"158"	"177"	"198"	"281"	"251"	"264"	"422"	"301"	"78"	"508"	"549"	"539"	"406"
"2862"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"55630"	"24"	"11"	"11"	"51"	"84"	"104"	"130"	"142"	"156"	"179"	"204"	"220"	"249"	"283"	"323"	"347"	"362"	"391"	"424"	"441"	"270"	"432"	"410"	"425"
"947"	"24"	"21"	"36"	"50"	"81"	"95"	"117"	"85"	"136"	"154"	"180"	"192"	"223"	"251"	"290"	"313"	"327"	"345"	"375"	"389"	"422"	"443"	"488"	"506"
"3805"	"24"	"21"	"36"	"50"	"81"	"95"	"117"	"85"	"136"	"154"	"180"	"192"	"223"	"251"	"290"	"313"	"327"	"345"	"375"	"389"	"422"	"443"	"488"	"506"
"5744"	"24"	"28"	"39"	"59"	"30"	"45"	"60"	"46"	"40"	"40"	"51"	"56"	"59"	"62"	"67"	"85"	"280"	"301"	"104"	"101"	"99"	"165"	"384"	"469"
"25870"	"24"	"11"	"11"	"57"	"100"	"114"	"139"	"62"	"64"	"193"	"218"	"235"	"268"	"297"	"350"	"373"	"387"	"416"	"466"	"485"	"503"	"558"	"815"	"844"
"3821"	"24"	"21"	"36"	"50"	"81"	"95"	"117"	"85"	"136"	"154"	"180"	"192"	"223"	"251"	"290"	"313"	"327"	"345"	"375"	"389"	"422"	"443"	"488"	"506"
"3824"	"24"	"21"	"36"	"50"	"81"	"95"	"117"	"85"	"136"	"154"	"180"	"192"	"223"	"251"	"290"	"313"	"327"	"345"	"375"	"389"	"422"	"443"	"488"	"506"
"6863"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"4803"	"24"	"26"	"51"	"9"	"6"	"15"	"124"	"29"	"26"	"26"	"32"	"52"	"39"	"51"	"64"	"82"	"71"	"73"	"139"	"95"	"104"	"109"	"78"	"131"
"3558"	"24"	"28"	"39"	"7"	"77"	"92"	"26"	"23"	"17"	"15"	"16"	"21"	"16"	"16"	"23"	"28"	"18"	"137"	"140"	"17"	"157"	"45"	"22"	"28"
"170589"	"24"	"28"	"39"	"59"	"30"	"45"	"60"	"46"	"40"	"40"	"51"	"56"	"59"	"62"	"67"	"85"	"280"	"301"	"104"	"101"	"99"	"165"	"384"	"469"
"887"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"885"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"717"	"24"	"21"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"152"	"177"	"189"	"220"	"248"	"285"	"310"	"321"	"340"	"371"	"385"	"417"	"436"	"480"	"498"
"259197"	"24"	"21"	"36"	"50"	"81"	"95"	"117"	"85"	"136"	"154"	"180"	"192"	"223"	"251"	"290"	"313"	"327"	"345"	"375"	"389"	"422"	"443"	"488"	"506"
"4267"	"24"	"21"	"36"	"50"	"81"	"95"	"117"	"85"	"136"	"154"	"180"	"192"	"223"	"251"	"290"	"313"	"327"	"345"	"375"	"389"	"422"	"443"	"488"	"506"
"55540"	"24"	"11"	"11"	"51"	"84"	"104"	"130"	"142"	"48"	"180"	"204"	"220"	"250"	"154"	"179"	"348"	"172"	"392"	"363"	"208"	"259"	"223"	"305"	"327"
"28"	"24"	"11"	"11"	"57"	"100"	"114"	"139"	"62"	"64"	"75"	"73"	"209"	"212"	"303"	"144"	"27"	"30"	"165"	"374"	"426"	"458"	"463"	"259"	"278"
"2526"	"24"	"11"	"11"	"57"	"100"	"114"	"139"	"62"	"64"	"75"	"73"	"209"	"212"	"303"	"144"	"27"	"30"	"165"	"365"	"219"	"106"	"497"	"120"	"331"
"10507"	"24"	"26"	"51"	"9"	"6"	"15"	"124"	"29"	"26"	"26"	"32"	"52"	"21"	"20"	"8"	"36"	"40"	"39"	"262"	"191"	"243"	"283"	"50"	"197"
"7223"	"24"	"28"	"39"	"50"	"77"	"15"	"24"	"23"	"17"	"109"	"60"	"72"	"144"	"167"	"189"	"210"	"179"	"189"	"13"	"48"	"247"	"264"	"289"	"309"
"146"	"24"	"28"	"39"	"9"	"6"	"15"	"124"	"29"	"26"	"26"	"32"	"52"	"165"	"184"	"214"	"233"	"249"	"257"	"90"	"287"	"319"	"331"	"115"	"379"
"3358"	"24"	"28"	"42"	"54"	"92"	"116"	"142"	"152"	"128"	"190"	"170"	"230"	"209"	"237"	"274"	"302"	"311"	"332"	"357"	"367"	"406"	"423"	"466"	"483"
"7143"	"24"	"21"	"46"	"13"	"76"	"91"	"22"	"20"	"137"	"155"	"181"	"193"	"53"	"134"	"153"	"162"	"177"	"184"	"190"	"205"	"217"	"231"	"42"	"271"
"4314"	"24"	"21"	"46"	"13"	"76"	"91"	"22"	"20"	"137"	"155"	"181"	"193"	"118"	"134"	"150"	"162"	"177"	"184"	"190"	"205"	"217"	"231"	"42"	"271"
"79054"	"24"	"28"	"39"	"50"	"77"	"15"	"24"	"23"	"17"	"109"	"60"	"72"	"144"	"167"	"189"	"210"	"179"	"189"	"13"	"48"	"247"	"264"	"289"	"309"
"8797"	"24"	"21"	"51"	"50"	"81"	"95"	"77"	"41"	"52"	"87"	"95"	"111"	"53"	"137"	"153"	"164"	"180"	"191"	"115"	"112"	"49"	"74"	"75"	"64"
"4254"	"24"	"28"	"39"	"7"	"77"	"92"	"26"	"23"	"17"	"15"	"16"	"21"	"16"	"16"	"23"	"28"	"18"	"137"	"140"	"17"	"157"	"45"	"22"	"28"
"6750"	"24"	"28"	"39"	"59"	"30"	"33"	"47"	"39"	"36"	"84"	"90"	"58"	"112"	"128"	"146"	"159"	"173"	"178"	"185"	"199"	"211"	"226"	"245"	"264"
"4324"	"24"	"21"	"46"	"13"	"76"	"91"	"22"	"20"	"137"	"155"	"181"	"193"	"118"	"134"	"150"	"162"	"177"	"184"	"190"	"205"	"217"	"231"	"42"	"271"
"4909"	"24"	"30"	"51"	"39"	"77"	"15"	"62"	"23"	"17"	"18"	"16"	"158"	"177"	"198"	"281"	"251"	"264"	"422"	"301"	"78"	"508"	"549"	"539"	"406"
