"A"	"B"	"nab"	"expected_nab"	"pvalue"	"adjusted_p"	"conclusion"
"MB01"	"MONDO_0007179"	69	76.0083	0.400070898633792	0.647882092655057	"No enrichment"
"MB01"	"MONDO_0016419"	68	29.4119	2.39099470710309e-10	3.42017900819656e-09	"Overenrichment"
"MB01"	"MONDO_0009282"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009563"	10	0.6609	2.10158312190932e-10	3.02515718038294e-09	"Overenrichment"
"MB01"	"MONDO_0009711"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007455"	90	34.9308	3.05512853897834e-16	8.11605575400325e-15	"Overenrichment"
"MB01"	"MONDO_0012173"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0021003"	35	2.9742	1.74330778618995e-29	1.01757758673545e-27	"Overenrichment"
"MB01"	"MONDO_0008233"	27	2.4455	2.2580829512961e-22	8.12166460671931e-21	"Overenrichment"
"MB01"	"MONDO_0008852"	12	1.0906	3.14828225001168e-10	4.42379210049873e-09	"Overenrichment"
"MB01"	"MONDO_0019200"	38	547.4584	1.45744162718172e-268	9.79849217043708e-266	"Underenrichment"
"MB01"	"MONDO_0019182"	66	197.9852	4.36939028091207e-33	3.34986588203259e-31	"Underenrichment"
"MB01"	"MONDO_0011679"	19	5.9485	1.14044723527967e-05	7.39978384286883e-05	"Overenrichment"
"MB01"	"MONDO_0012033"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0005090"	43	5.9815	2.14664490102029e-25	9.24220514035336e-24	"Overenrichment"
"MB01"	"MONDO_0008903"	47	24.4549	2.67235593884428e-05	0.000160414772702603	"Overenrichment"
"MB01"	"MONDO_0006277"	4	1.2227	0.0400929304417308	0.0951689875232828	"No enrichment"
"MB01"	"MONDO_0011818"	4	1.2888	0.0479212825536524	0.111658760202325	"No enrichment"
"MB01"	"MONDO_0011338"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007103"	3	0.3966	0.00680618743743983	0.0192511579945709	"Overenrichment"
"MB01"	"MONDO_0010908"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0014461"	2	0.2644	0.0285405187571959	0.0695859304403381	"No enrichment"
"MB01"	"MONDO_0014207"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007639"	0	8.4601	0.000177433711157637	0.000839615936934353	"Underenrichment"
"MB01"	"MONDO_0009180"	0	0.7601	0.461539320928437	0.726035576838469	"No enrichment"
"MB01"	"MONDO_0007796"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0023113"	86	30.2711	2.38461419437979e-18	6.78877135468382e-17	"Overenrichment"
"MB01"	"MONDO_0013108"	3	3.8665	0.709644554882962	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007263"	91	68.6719	0.00652452476229985	0.0185135353028965	"Overenrichment"
"MB01"	"MONDO_0008648"	11	8.9227	0.467562829966599	0.732872871934733	"No enrichment"
"MB01"	"MONDO_0008823"	3	0.1983	0.000684784866008711	0.00277856069123312	"Overenrichment"
"MB01"	"MONDO_0008185"	0	0.7601	0.461539320928437	0.726035576838469	"No enrichment"
"MB01"	"MONDO_0007256"	27	13.4502	0.000780506582439793	0.00309230622417216	"Overenrichment"
"MB01"	"MONDO_0002629"	13	3.503	5.9105832908517e-05	0.000321859800386566	"Overenrichment"
"MB01"	"MONDO_0013664"	0	0.1322	0.8742156492151	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0008730"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007187"	4	0.6279	0.00339936961553926	0.0106033156459005	"Overenrichment"
"MB01"	"MONDO_0011556"	2	0.5288	0.111073933687893	0.20989971468804	"No enrichment"
"MB01"	"MONDO_0007216"	4	0.2313	3.91070052718492e-05	0.000223541678270741	"Overenrichment"
"MB01"	"MONDO_0010011"	0	0.4627	0.624645467420326	0.928943574145593	"No enrichment"
"MB01"	"MONDO_0008199"	2	5.4528	0.112843574029577	0.212875639330564	"No enrichment"
"MB01"	"MONDO_0023122"	73	9.4845	4.56370802563335e-44	5.53983446444938e-42	"Overenrichment"
"MB01"	"MONDO_0001056"	44	14.9703	3.00809565962078e-10	4.25698355211435e-09	"Overenrichment"
"MB01"	"MONDO_0008170"	40	11.9961	4.37711917071248e-11	6.80712127260269e-10	"Overenrichment"
"MB01"	"MONDO_0011962"	11	2.809	0.000134287546898283	0.000662980221768975	"Overenrichment"
"MB01"	"MONDO_0007817"	2	1.1897	0.450015682251255	0.712137798818753	"No enrichment"
"MB01"	"MONDO_0014103"	2	0.2644	0.0285405187571959	0.0695859304403381	"No enrichment"
"MB01"	"MONDO_0009958"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0008093"	14	6.0807	0.00458265725178556	0.0136884567261127	"Overenrichment"
"MB01"	"MONDO_0013767"	7	5.9815	0.641339202451752	0.946841998214242	"No enrichment"
"MB01"	"MONDO_0008566"	6	2.8421	0.0890832355685247	0.173636815091192	"No enrichment"
"MB01"	"MONDO_0011285"	5	0.3966	2.64827232082107e-05	0.000159078351092619	"Overenrichment"
"MB01"	"MONDO_0008296"	3	0.2974	0.00273448047216175	0.00880271061756675	"Overenrichment"
"MB01"	"MONDO_0007379"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0019588"	68	182.42	1.5493648977193e-26	7.05283812815974e-25	"Underenrichment"
"MB01"	"MONDO_0008345"	7	1.2227	0.000205284138686205	0.000960998056838473	"Overenrichment"
"MB01"	"MONDO_0008965"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009960"	4	2.5446	0.361436669245014	0.59638610512805	"No enrichment"
"MB01"	"MONDO_0004951"	24	7.3695	5.56915673578083e-07	4.86744298707245e-06	"Overenrichment"
"MB01"	"MONDO_0011060"	3	25.9089	1.10961837791331e-08	1.22450310895989e-07	"Underenrichment"
"MB01"	"MONDO_0007763"	26	5.6511	1.09480959933291e-10	1.63566425609738e-09	"Overenrichment"
"MB01"	"MONDO_0008667"	10	1.3219	5.59411740610533e-07	4.88437423869736e-06	"Overenrichment"
"MB01"	"MONDO_0001187"	12	5.585	0.0148790302938977	0.0388767488097656	"Overenrichment"
"MB01"	"MONDO_0007390"	2	0.9584	0.318222399026457	0.538170233647685	"No enrichment"
"MB01"	"MONDO_0009857"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0008552"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0018874"	9	14.1442	0.151208225097682	0.275095730090287	"No enrichment"
"MB01"	"MONDO_0008897"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0008297"	4	0.2974	0.000135249212353971	0.000665584524759971	"Overenrichment"
"MB01"	"MONDO_0010563"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0018138"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0011842"	2	0.5948	0.138134414887119	0.253953467840434	"No enrichment"
"MB01"	"MONDO_0005298"	15	1.388	2.51764064038569e-12	4.40965514969357e-11	"Overenrichment"
"MB01"	"MONDO_0007551"	0	0.3635	0.690929606630241	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007550"	0	0.1322	0.8742156492151	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0018881"	7	1.2227	0.000205284138686205	0.000960998056838473	"Overenrichment"
"MB01"	"MONDO_0011628"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0010940"	7	8.0304	0.750410924936167	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007534"	5	0.4296	4.20855668470152e-05	0.000238539464489568	"Overenrichment"
"MB01"	"MONDO_0009183"	0	0.2644	0.764240363038955	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0008679"	9	1.5863	2.70195371856508e-05	0.000162080133838427	"Overenrichment"
"MB01"	"MONDO_0006292"	0	0.3635	0.690929606630241	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0008000"	1	1.3549	0.85725646597412	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009068"	2	4.5275	0.221806209790585	0.390607752079329	"No enrichment"
"MB01"	"MONDO_0014106"	2	0.2644	0.0285405187571959	0.0695859304403381	"No enrichment"
"MB01"	"MONDO_0009276"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009054"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0016581"	13	2.8751	6.52408871602249e-06	4.42706020015812e-05	"Overenrichment"
"MB01"	"MONDO_0044339"	0	0.6609	0.510529739396712	0.790019462168425	"No enrichment"
"MB01"	"MONDO_0009692"	0	1.1236	0.318807738722175	0.538743162496484	"No enrichment"
"MB01"	"MONDO_0008554"	0	0.3635	0.690929606630241	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009723"	9	1.421	1.03815014979568e-05	6.78641160001063e-05	"Overenrichment"
"MB01"	"MONDO_0009641"	7	0.6279	1.57753752365175e-06	1.24662549337398e-05	"Overenrichment"
"MB01"	"MONDO_0018911"	37	14.1772	1.82144124053845e-07	1.71360564502756e-06	"Overenrichment"
"MB01"	"MONDO_0012292"	3	2.4455	0.672872448010991	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007750"	0	0.9914	0.364723868611366	0.600996721655983	"No enrichment"
"MB01"	"MONDO_0014763"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0011789"	18	1.5863	5.8017279780523e-15	1.34145773884066e-13	"Overenrichment"
"MB01"	"MONDO_0008392"	3	0.1983	0.000684784866008711	0.00277856069123312	"Overenrichment"
"MB01"	"MONDO_0007790"	5	0.3966	2.64827232082107e-05	0.000159078351092619	"Overenrichment"
"MB01"	"MONDO_0009853"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007677"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009626"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0011301"	1	2.115	0.486873229851135	0.758786025124629	"No enrichment"
"MB01"	"MONDO_0013199"	4	1.2558	0.0438988851040002	0.102972693453828	"No enrichment"
"MB01"	"MONDO_0008737"	4	0.2644	7.66618685718417e-05	0.000404848780252505	"Overenrichment"
"MB01"	"MONDO_0013517"	2	0.0991	0.00323743977292008	0.0101891334588842	"Overenrichment"
"MB01"	"MONDO_0007705"	1	0.0991	0.0991053240841186	0.189702262920542	"No enrichment"
"MB01"	"MONDO_0011120"	4	0.8923	0.0130765406636469	0.0346961036430704	"Overenrichment"
"MB01"	"MONDO_0011380"	15	0.9914	5.56019907634182e-15	1.29245052997946e-13	"Overenrichment"
"MB01"	"MONDO_0008265"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0010898"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0012197"	2	1.2888	0.508419165959457	0.78731104012857	"No enrichment"
"MB01"	"MONDO_0008394"	2	0.1652	0.0105515748366401	0.0286666969450527	"Overenrichment"
"MB01"	"MONDO_0015278"	17	7.2043	0.00136028215817291	0.00477848314406401	"Overenrichment"
"MB01"	"MONDO_0008276"	0	0.2313	0.790365174348193	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007576"	7	1.5202	0.0008514141761061	0.00330433388062492	"Overenrichment"
"MB01"	"MONDO_0009162"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007661"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009668"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009061"	1	1.8506	0.595634423488622	0.897250062270003	"No enrichment"
"MB01"	"MONDO_0009994"	2	0.1983	0.0156477305322579	0.0407132083181902	"Overenrichment"
"MB01"	"MONDO_0000208"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0008009"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0011794"	5	0.3966	2.64827232082107e-05	0.000159078351092619	"Overenrichment"
"MB01"	"MONDO_0009925"	2	0.1983	0.0156477305322579	0.0407132083181902	"Overenrichment"
"MB01"	"MONDO_0018855"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0009697"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0007564"	6	1.6854	0.00788764863884117	0.0220460662307233	"Overenrichment"
"MB01"	"MONDO_0011508"	6	4.2961	0.400358726507532	0.648108032909026	"No enrichment"
"MB01"	"MONDO_0011612"	5	0.3966	2.64827232082107e-05	0.000159078351092619	"Overenrichment"
"MB01"	"MONDO_0008559"	4	1.0245	0.0216022945423757	0.0543633902390911	"No enrichment"
"MB01"	"MONDO_0009379"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007042"	5	0.727	0.000704148620340568	0.00285051363676543	"Overenrichment"
"MB01"	"MONDO_0024517"	3	0.2313	0.00117843197738635	0.00425774926926694	"Overenrichment"
"MB01"	"MONDO_0010766"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0007088"	15	1.4541	5.53599037193426e-12	9.37685190905145e-11	"Overenrichment"
"MB01"	"MONDO_0010935"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0011476"	2	0.4627	0.086330257321625	0.170129977224578	"No enrichment"
"MB01"	"MONDO_0009669"	6	0.8262	0.000144688771280303	0.000700986619173975	"Overenrichment"
"MB01"	"MONDO_0009672"	0	0.2974	0.738978319949329	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0013562"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009841"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0013792"	0	0.3966	0.668088785771672	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007834"	9	3.1064	0.00502925842201693	0.01477520967438	"Overenrichment"
"MB01"	"MONDO_0007500"	2	0.1983	0.0156477305322579	0.0407132083181902	"Overenrichment"
"MB01"	"MONDO_0007079"	8	1.5532	0.000158708735762362	0.000758815290242367	"Overenrichment"
"MB01"	"MONDO_0008887"	0	0.3305	0.714550577511567	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0017884"	1	2.5777	0.338677816628332	0.566255498841528	"No enrichment"
"MB01"	"MONDO_0010108"	4	2.3794	0.304313051599214	0.518156257739554	"No enrichment"
"MB01"	"MONDO_0007488"	0	0.9253	0.390102877293463	0.634089482526477	"No enrichment"
"MB01"	"MONDO_0010518"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0007803"	4	0.6609	0.00416373853190804	0.0126270210856615	"Overenrichment"
"MB01"	"MONDO_0009861"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0008244"	0	0.7931	0.44627616768724	0.707372815666754	"No enrichment"
"MB01"	"MONDO_0010169"	1	10.1785	0.000384445141592766	0.00168339205286612	"Underenrichment"
"MB01"	"MONDO_0007329"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009549"	0	4.1309	0.0148654403979721	0.0388528555856089	"Underenrichment"
"MB01"	"MONDO_0024530"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0012163"	0	0.1652	0.845321857119783	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009917"	0	0.2313	0.790365174348193	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0008647"	2	1.6854	0.743389969522194	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007827"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0013662"	3	0.1983	0.000684784866008711	0.00277856069123312	"Overenrichment"
"MB01"	"MONDO_0007477"	3	0.1983	0.000684784866008711	0.00277856069123312	"Overenrichment"
"MB01"	"MONDO_0000909"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0011643"	9	5.2875	0.124812716617531	0.232395215857952	"No enrichment"
"MB01"	"MONDO_0007781"	24	2.2803	1.50778788844862e-19	4.6401641355778e-18	"Overenrichment"
"MB01"	"MONDO_0007758"	0	0.0991	0.904096120307479	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007959"	17	3.2056	2.13156043091649e-08	2.26640366985524e-07	"Overenrichment"
"MB01"	"MONDO_0011810"	4	1.0245	0.0216022945423757	0.0543633902390911	"No enrichment"
"MB01"	"MONDO_0008996"	1	9.3854	0.000810190213126689	0.00318107028873642	"Underenrichment"
"MB01"	"MONDO_0010150"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0008746"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0014107"	2	0.2644	0.0285405187571959	0.0695859304403381	"No enrichment"
"MB01"	"MONDO_0008048"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0014105"	2	0.2644	0.0285405187571959	0.0695859304403381	"No enrichment"
"MB01"	"MONDO_0013926"	2	0.2644	0.0285405187571959	0.0695859304403381	"No enrichment"
"MB01"	"MONDO_0014102"	2	0.2644	0.0285405187571959	0.0695859304403381	"No enrichment"
"MB01"	"MONDO_0010947"	0	0.8923	0.403446510168275	0.652019692838522	"No enrichment"
"MB01"	"MONDO_0007572"	0	0.9584	0.377200182719785	0.617980432422647	"No enrichment"
"MB01"	"MONDO_0054699"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0008537"	3	0.1983	0.000684784866008711	0.00277856069123312	"Overenrichment"
"MB01"	"MONDO_0011719"	5	1.1566	0.00648144857761557	0.0184100944323562	"Overenrichment"
"MB01"	"MONDO_0011740"	10	0.727	6.96608485432939e-10	9.16921410042754e-09	"Overenrichment"
"MB01"	"MONDO_0013343"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009970"	8	0.8592	1.36015779465619e-06	1.09150211972051e-05	"Overenrichment"
"MB01"	"MONDO_0008855"	6	1.8837	0.013762104005274	0.0363276318351238	"Overenrichment"
"MB01"	"MONDO_0012048"	5	0.7601	0.000879797008111483	0.00339638951011235	"Overenrichment"
"MB01"	"MONDO_0011905"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007043"	5	0.727	0.000704148620340568	0.00285051363676543	"Overenrichment"
"MB01"	"MONDO_0011908"	6	0.3966	1.02970150268326e-06	8.46103249645138e-06	"Overenrichment"
"MB01"	"MONDO_0012488"	3	0.1983	0.000684784866008711	0.00277856069123312	"Overenrichment"
"MB01"	"MONDO_0010143"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0011751"	0	0.0991	0.904096120307479	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009179"	0	0.0991	0.904096120307479	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0016532"	0	0.1983	0.81738219187947	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0013376"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007872"	9	1.8506	9.85982354366405e-05	0.000506315263053019	"Overenrichment"
"MB01"	"MONDO_0012204"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0020671"	6	1.1897	0.0012226565517762	0.00436342109535484	"Overenrichment"
"MB01"	"MONDO_0007403"	2	0.0991	0.00323743977292008	0.0101891334588842	"Overenrichment"
"MB01"	"MONDO_0018229"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0007522"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0010434"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0013600"	1	0.0991	0.0991053240841186	0.189702262920542	"No enrichment"
"MB01"	"MONDO_0008863"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0011996"	0	0.2974	0.738978319949329	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0011191"	3	0.1983	0.000684784866008711	0.00277856069123312	"Overenrichment"
"MB01"	"MONDO_0007239"	0	0.0991	0.904096120307479	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007958"	5	0.3966	2.64827232082107e-05	0.000159078351092619	"Overenrichment"
"MB01"	"MONDO_0010159"	0	0.4957	0.60399400051499	0.907028791151377	"No enrichment"
"MB01"	"MONDO_0010184"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0021001"	5	0.3635	1.57963103397153e-05	9.96821316744487e-05	"Overenrichment"
"MB01"	"MONDO_0010421"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007154"	8	4.5935	0.132120653242015	0.244181541411548	"No enrichment"
"MB01"	"MONDO_0007052"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0007709"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0012116"	0	0.4627	0.624645467420326	0.928943574145593	"No enrichment"
"MB01"	"MONDO_0011429"	3	1.0575	0.108408576134244	0.205449366336398	"No enrichment"
"MB01"	"MONDO_0007099"	5	0.3635	1.57963103397153e-05	9.96821316744487e-05	"Overenrichment"
"MB01"	"MONDO_0011916"	1	0.0661	0.0660942129769616	0.145052250437167	"No enrichment"
"MB01"	"MONDO_0008977"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0008834"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009693"	4	0.9253	0.0149472550652179	0.0390384823587377	"Overenrichment"
"MB01"	"MONDO_0009696"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0009804"	3	0.3966	0.00680618743743983	0.0192511579945709	"Overenrichment"
"MB01"	"MONDO_0009067"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB01"	"MONDO_0008114"	5	0.6609	0.000433562663231918	0.0018703542332907	"Overenrichment"
"MB01"	"MONDO_0007743"	0	0.0661	0.934996932074453	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0007179"	64	91.0292	0.00176538805051127	0.00599669318362555	"Underenrichment"
"MB02"	"MONDO_0016419"	16	35.2243	0.000232212547220571	0.00107382945116814	"Underenrichment"
"MB02"	"MONDO_0009282"	0	0.2375	0.784810325022711	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0009563"	10	0.7916	1.21552178532315e-09	1.539660928076e-08	"Overenrichment"
"MB02"	"MONDO_0009711"	0	0.2375	0.784810325022711	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0007455"	90	41.8339	1.24167631048313e-11	2.02090334331891e-10	"Overenrichment"
"MB02"	"MONDO_0012173"	1	0.0792	0.0791558323758842	0.159785480449388	"No enrichment"
"MB02"	"MONDO_0021003"	35	3.562	8.88473929703069e-27	4.10860430984382e-25	"Overenrichment"
"MB02"	"MONDO_0008233"	29	2.9288	1.06386005769884e-22	3.87422371011993e-21	"Overenrichment"
"MB02"	"MONDO_0008852"	15	1.3061	4.69380556754499e-13	8.86044506702878e-12	"Overenrichment"
"MB02"	"MONDO_0019200"	281	655.6478	1.52624438670846e-105	3.25350632678828e-103	"Underenrichment"
"MB02"	"MONDO_0019182"	115	237.1113	9.29684833576589e-23	3.41405270817621e-21	"Underenrichment"
"MB02"	"MONDO_0011679"	24	7.124	2.60563487359432e-07	2.39214798269058e-06	"Overenrichment"
"MB02"	"MONDO_0012033"	0	0.0792	0.922409429752554	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0005090"	51	7.1636	5.79338152614335e-30	3.51626073183978e-28	"Overenrichment"
"MB02"	"MONDO_0008903"	15	29.2877	0.00326806434286107	0.0102486122556892	"Underenrichment"
"MB02"	"MONDO_0006277"	0	1.4644	0.224253091595093	0.394678215976866	"No enrichment"
"MB02"	"MONDO_0011818"	0	1.5435	0.206834072754157	0.365789112883718	"No enrichment"
"MB02"	"MONDO_0011338"	0	0.2375	0.784810325022711	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0007103"	3	0.4749	0.0113426729045968	0.0305124534275704	"Overenrichment"
"MB02"	"MONDO_0010908"	1	0.0792	0.0791558323758842	0.159785480449388	"No enrichment"
"MB02"	"MONDO_0014461"	0	0.3166	0.723905618460278	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0014207"	1	0.0792	0.0791558323758842	0.159785480449388	"No enrichment"
"MB02"	"MONDO_0007639"	4	10.1319	0.0326156869997021	0.0785292298560321	"No enrichment"
"MB02"	"MONDO_0009180"	0	0.9103	0.394904606586676	0.640702851599694	"No enrichment"
"MB02"	"MONDO_0007796"	0	0.0792	0.922409429752554	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0023113"	64	36.2534	1.39945629566411e-05	8.88253306035171e-05	"Overenrichment"
"MB02"	"MONDO_0013108"	10	4.6306	0.0246541798266099	0.0613721252305812	"No enrichment"
"MB02"	"MONDO_0007263"	91	82.2429	0.309634918554108	0.525684085746467	"No enrichment"
"MB02"	"MONDO_0008648"	11	10.686	0.886525114022178	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0008823"	3	0.2375	0.00116504911805901	0.00423517189755973	"Overenrichment"
"MB02"	"MONDO_0008185"	4	0.9103	0.0136375649990213	0.036064241480014	"Overenrichment"
"MB02"	"MONDO_0007256"	19	16.1082	0.452308504354746	0.714945776798625	"No enrichment"
"MB02"	"MONDO_0002629"	2	4.1953	0.278509263143458	0.479450651934966	"No enrichment"
"MB02"	"MONDO_0013664"	0	0.1583	0.850834915268532	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0008730"	0	0.2375	0.784810325022711	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0007187"	5	0.752	0.000770370584410971	0.00306442252296261	"Overenrichment"
"MB02"	"MONDO_0011556"	7	0.6332	1.3078388230311e-06	1.05447521340331e-05	"Overenrichment"
"MB02"	"MONDO_0007216"	3	0.277	0.00199810959673348	0.00668074899596429	"Overenrichment"
"MB02"	"MONDO_0010011"	0	0.5541	0.568094613549214	0.863503812594805	"No enrichment"
"MB02"	"MONDO_0008199"	54	6.5304	1.96252546054659e-35	1.73257298234113e-33	"Overenrichment"
"MB02"	"MONDO_0023122"	9	11.3589	0.492079234092078	0.765943456093456	"No enrichment"
"MB02"	"MONDO_0001056"	33	17.9288	0.000941439926890712	0.00359152551768871	"Overenrichment"
"MB02"	"MONDO_0008170"	15	14.3668	0.834983098542106	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0011962"	4	3.3641	0.682066867696343	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0007817"	4	1.4248	0.0658651424126631	0.145052250437167	"No enrichment"
"MB02"	"MONDO_0014103"	0	0.3166	0.723905618460278	0.9638217303004	"No enrichment"
"MB02"	"MONDO_0009958"	0	0.0792	0.922409429752554	0.9638217303004	"No enrichment"
