"A"	"B"	"nab"	"expected_nab"	"pvalue"	"adjusted_p"	"conclusion"
"MB22"	"D10951"	18	9.6596	0.00421815645136485	0.0406368875032896	"Overenrichment"
"MB22"	"D05333"	0	16.5594	4.83840123521873e-09	1.42124325854155e-07	"Underenrichment"
"MB22"	"D06635"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D04510"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D03584"	42	20.6992	5.26031120946441e-07	1.09031905068899e-05	"Overenrichment"
"MB22"	"D03274"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D09018"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D09385"	3	1.3799	0.166666916117051	0.448315277735077	"No enrichment"
"MB22"	"D00045"	0	2.7599	0.0430849865430711	0.203242281348005	"No enrichment"
"MB22"	"D05447"	9	6.8997	0.365949411452674	0.61892115225553	"No enrichment"
"MB22"	"D08305"	15	9.6596	0.0603494688499704	0.247544148758031	"No enrichment"
"MB22"	"D09338"	0	25.2991	1.49658063719471e-13	7.02512557930223e-12	"Underenrichment"
"MB22"	"D02716"	6	2.7599	0.0456717112020554	0.211423648908513	"No enrichment"
"MB22"	"D05094"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D09190"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D04821"	0	4.5998	0.00524157618236387	0.0478031747831585	"Underenrichment"
"MB22"	"D07165"	5	2.7599	0.155585998261794	0.427806092398383	"No enrichment"
"MB22"	"D11214"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D10584"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D01453"	0	31.2789	1.11022302462516e-16	7.087663789207e-15	"Underenrichment"
"MB22"	"D11453"	6	2.7599	0.0456717112020554	0.211423648908513	"No enrichment"
"MB22"	"D07874"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D05857"	3	1.3799	0.166666916117051	0.448315277735077	"No enrichment"
"MB22"	"D05156"	0	55.198	0	0	"Underenrichment"
"MB22"	"D04789"	21	9.6596	0.000132311322527596	0.00176957154263165	"Overenrichment"
"MB22"	"D04131"	6	2.7599	0.0456717112020554	0.211423648908513	"No enrichment"
"MB22"	"D11452"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D10640"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D03516"	0	14.7195	4.19993471112434e-08	1.05838354720333e-06	"Underenrichment"
"MB22"	"D04051"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D01008"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D03730"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D09033"	18	9.6596	0.00421815645136485	0.0406368875032896	"Overenrichment"
"MB22"	"D05292"	2	2.0699	0.992804893819475	0.993012289869991	"No enrichment"
"MB22"	"D08340"	3	2.7599	0.835425854080569	0.84944128038602	"No enrichment"
"MB22"	"D05922"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D04035"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D05716"	5	2.7599	0.155585998261794	0.427806092398383	"No enrichment"
"MB22"	"D09973"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D06554"	3	1.3799	0.166666916117051	0.448315277735077	"No enrichment"
"MB22"	"D09903"	4	1.6099	0.062036828827203	0.250107637762791	"No enrichment"
"MB22"	"D07257"	0	2.7599	0.0430849865430711	0.203242281348005	"No enrichment"
"MB22"	"D11130"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D10715"	3	1.3799	0.166666916117051	0.448315277735077	"No enrichment"
"MB22"	"D04505"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
